Date-time,Restored date-time,﻿Incident Duration,Customer Affected,Direct Cause,Voltage,Total Customer Minutes Lost,Latitude,Longitude
2024-12-07T11:22:00+00:00,2024-12-07T16:45:00+00:00,323,1,06,LV,323,53.86151647,-2.830373183
2024-12-07T08:21:00+00:00,2024-12-07T16:42:00+00:00,112,401,06,11,28755,54.60643341,-3.52291818
2024-12-07T14:46:00+00:00,2024-12-07T15:34:00+00:00,36,4,06,11,144,54.19629434,-2.82109459
2024-12-07T11:58:00+00:00,2024-12-07T13:58:00+00:00,119,4,06,11,476,54.09813415,-2.801005047
2024-12-07T09:06:00+00:00,2024-12-07T13:45:00+00:00,279,2,06,LV,558,54.14428816,-2.293858622
2024-12-06T21:38:00+00:00,2024-12-07T12:46:00+00:00,347,963,06,11,32428,54.6336869,-2.552322756
2024-12-07T06:54:00+00:00,2024-12-07T12:23:00+00:00,329,28,06,11,5580,54.40440333,-3.471966239
2024-12-07T08:45:00+00:00,2024-12-07T11:20:00+00:00,155,1,06,LV,155,54.18645401,-3.156375495
2024-12-07T07:56:00+00:00,2024-12-07T10:41:00+00:00,165,8,06,11,1320,54.58391976,-2.61212589
2024-12-07T06:43:00+00:00,2024-12-07T09:51:00+00:00,188,145,06,11,6800,53.5667979,-2.888473215
2024-12-07T07:56:00+00:00,2024-12-07T09:22:00+00:00,86,686,06,11,17248,53.56071128,-2.798624282
2024-12-06T09:37:00+00:00,2024-12-07T02:16:00+00:00,240,170,06,11,8508,53.56678831,-2.888457825
2024-12-05T19:36:00+00:00,2024-12-06T03:02:00+00:00,445,376,06,11,22383,54.24577876,-3.010590425
2024-12-05T20:15:00+00:00,2024-12-06T02:04:00+00:00,4,143,06,11,572,54.40439747,-3.471956924
2024-12-05T17:33:00+00:00,2024-12-05T21:58:00+00:00,120,402,06,11,59140,54.64958867,-3.511646299
2024-12-05T08:57:00+00:00,2024-12-05T10:23:00+00:00,86,120,06,11,10796,54.18996007,-3.20386868
2024-11-30T16:40:00+00:00,2024-12-01T02:36:00+00:00,596,301,06,11,23784,54.86799883,-3.38326012
2024-11-25T07:20:00+00:00,2024-11-25T08:47:00+00:00,87,144,06,11,3928,53.5667979,-2.888473215
2024-11-24T10:07:00+00:00,2024-11-24T20:21:00+00:00,614,6,06,11,3684,53.25408949,-2.136585545
2024-11-24T14:13:00+00:00,2024-11-24T19:29:00+00:00,298,24,06,11,6282,54.00874913,-2.25725007
2024-11-24T09:39:00+00:00,2024-11-24T15:21:00+00:00,332,408,06,11,40386,53.32904643,-1.915715567
2024-11-24T12:30:00+00:00,2024-11-24T14:41:00+00:00,131,400,06,11,17096,54.12592997,-2.508563906
2024-11-24T14:01:00+00:00,2024-11-24T14:24:00+00:00,23,3,06,11,69,54.87654417,-2.970971793
2024-11-23T16:20:00+00:00,2024-11-24T12:00:00+00:00,1180,38,06,11,4436,54.203782,-2.617129952
2024-11-24T00:26:00+00:00,2024-11-24T10:44:00+00:00,618,19,06,11,11112,53.29748056,-2.106392939
2024-11-24T04:01:00+00:00,2024-11-24T10:00:00+00:00,359,340,06,11,62223,54.50342604,-3.528932528
2024-11-23T07:51:00+00:00,2024-11-24T04:00:00+00:00,1209,222,06,11,45698,53.91122433,-2.961421954
2024-11-23T18:05:00+00:00,2024-11-24T03:50:00+00:00,585,10,06,LV,5850,54.41620176,-2.422380544
2024-11-24T03:31:00+00:00,2024-11-24T03:32:00+00:00,1,0,06,11,446,54.77359463,-3.332001725
2024-11-23T12:55:00+00:00,2024-11-24T01:29:00+00:00,754,2,06,6.6,1508,53.61420844,-2.704249725
2024-11-23T18:06:00+00:00,2024-11-24T01:00:00+00:00,414,4,06,11,1656,54.81273067,-2.435229797
2024-11-23T07:59:00+00:00,2024-11-24T00:53:00+00:00,1014,244,06,11,62198,54.7744526,-3.00714985
2024-11-24T00:19:00+00:00,2024-11-24T00:20:00+00:00,1,0,06,11,18,53.52550412,-2.491580358
2024-11-23T07:55:00+00:00,2024-11-23T22:03:00+00:00,848,107,06,6.6,18005,53.80622683,-2.221309304
2024-11-23T16:34:00+00:00,2024-11-23T21:46:00+00:00,312,55,06,11,14906,54.66573747,-2.777413162
2024-11-23T12:59:00+00:00,2024-11-23T21:15:00+00:00,496,71,06,11,27841,53.6481418,-2.626601764
2024-11-23T08:51:00+00:00,2024-11-23T21:11:00+00:00,740,75,06,11,10605,54.12591912,-2.508645636
2024-11-23T08:03:00+00:00,2024-11-23T20:31:00+00:00,747,138,06,11,57645,54.47714566,-2.363182039
2024-11-23T09:44:00+00:00,2024-11-23T19:50:00+00:00,606,471,06,11,82264,54.54034973,-3.571065848
2024-11-23T10:32:00+00:00,2024-11-23T19:43:00+00:00,551,30,06,LV,16479,53.66333675,-2.168011611
2024-11-23T15:22:00+00:00,2024-11-23T18:26:00+00:00,183,233,06,11,16067,54.18995776,-3.203891326
2024-11-23T07:12:00+00:00,2024-11-23T17:08:00+00:00,596,188,06,6.6,18723,53.70249099,-2.469520666
2024-11-23T07:10:00+00:00,2024-11-23T16:59:00+00:00,589,44,06,11,22855,54.40442646,-3.471923918
2024-11-23T06:55:00+00:00,2024-11-23T16:54:00+00:00,599,400,06,11,83288,54.12592997,-2.508563906
2024-11-23T07:16:00+00:00,2024-11-23T16:50:00+00:00,574,1910,06,11,659561,54.54804084,-3.591003531
2024-11-23T07:50:00+00:00,2024-11-23T16:46:00+00:00,536,182,06,11,49074,54.37199404,-3.405282357
2024-11-23T08:34:00+00:00,2024-11-23T16:29:00+00:00,475,57,06,11,20045,54.58391915,-2.612139033
2024-11-23T08:34:00+00:00,2024-11-23T16:24:00+00:00,447,1846,06,11,36742,54.58391915,-2.612139033
2024-11-23T09:15:00+00:00,2024-11-23T16:19:00+00:00,424,103,06,11,18412,54.14586099,-2.477263062
2024-11-23T07:26:00+00:00,2024-11-23T16:02:00+00:00,516,35,06,11,18060,54.44669742,-2.467436241
2024-11-23T12:32:00+00:00,2024-11-23T13:59:00+00:00,87,523,06,11,46765,53.38099451,-2.062627308
2024-11-23T07:50:00+00:00,2024-11-23T12:48:00+00:00,298,266,06,11,66040,54.66575965,-2.777485678
2024-11-23T07:21:00+00:00,2024-11-23T10:45:00+00:00,199,31,06,11,6169,54.203782,-2.617129952
2024-11-20T04:21:00+00:00,2024-11-20T11:27:00+00:00,426,41,06,6.6,13566,53.6138491,-2.117478977
2024-10-25T11:49:00+01:00,2024-11-08T16:00:00+00:00,20471,969,06,11,42710,54.23726946,-3.1353664
2024-10-27T14:33:00+00:00,2024-10-27T23:24:00+00:00,165,38,06,11,5781,53.65095501,-2.815371632
2024-10-26T19:41:00+01:00,2024-10-26T23:16:00+01:00,215,189,06,11,5967,54.87654417,-2.970971793
2024-10-26T21:33:00+01:00,2024-10-26T23:00:00+01:00,87,5,06,11,435,54.97124487,-2.946069871
2024-10-26T11:51:00+01:00,2024-10-26T18:37:00+01:00,406,16,06,6.6,4096,53.72132406,-2.536504551
2024-10-26T09:24:00+01:00,2024-10-26T14:25:00+01:00,74,771,06,11,14942,54.22644696,-2.759123932
2024-10-26T11:13:00+01:00,2024-10-26T11:32:00+01:00,19,15,06,11,285,54.20379423,-2.617215677
2024-10-25T23:52:00+01:00,2024-10-26T07:08:00+01:00,436,231,06,11,35540,54.37784537,-2.89990771
2024-10-25T17:29:00+01:00,2024-10-26T02:47:00+01:00,108,36,06,11,3888,53.91122433,-2.961421954
2024-10-25T19:15:00+01:00,2024-10-25T23:00:00+01:00,225,2,06,LV,450,54.17399258,-2.809892455
2024-10-25T20:10:00+01:00,2024-10-25T22:19:00+01:00,129,4,06,11,516,54.74149683,-2.842805169
2024-10-25T16:30:00+01:00,2024-10-25T16:45:00+01:00,15,1,06,LV,15,53.27911434,-2.076219037
2024-10-25T14:27:00+01:00,2024-10-25T16:20:00+01:00,113,1,06,LV,113,53.53077104,-2.838586455
2024-10-25T09:06:00+01:00,2024-10-25T11:45:00+01:00,159,4,06,LV,630,53.35973592,-2.087063934
2024-10-25T07:48:00+01:00,2024-10-25T09:05:00+01:00,77,49,06,11,3773,53.38095759,-2.062614371
2024-10-24T15:48:00+01:00,2024-10-24T17:27:00+01:00,99,13,06,11,1287,54.8387138,-3.156359664
2024-10-24T14:30:00+01:00,2024-10-24T16:21:00+01:00,111,34,06,11,3774,54.19633349,-2.821026284
2024-10-20T22:12:00+01:00,2024-10-24T13:00:00+01:00,5208,146,06,11,107174,54.3778009,-2.899963932
2024-10-23T13:55:00+01:00,2024-10-23T19:37:00+01:00,342,0,06,33,2106,54.19100202,-3.112035343
2024-10-23T09:42:00+01:00,2024-10-23T15:29:00+01:00,347,115,06,11,36969,54.37199404,-3.405282357
2024-10-23T10:48:00+01:00,2024-10-23T13:16:00+01:00,148,50,06,LV,7205,54.20654092,-2.811531244
2024-10-23T11:08:00+01:00,2024-10-23T12:59:00+01:00,111,1,06,LV,111,53.92191148,-2.549974427
2024-10-23T10:49:00+01:00,2024-10-23T12:01:00+01:00,72,541,06,11,38952,54.19629434,-2.82109459
2024-10-22T11:52:00+01:00,2024-10-23T03:00:00+01:00,908,3,06,LV,2718,53.66751601,-2.857615653
2024-10-22T22:08:00+01:00,2024-10-22T22:42:00+01:00,33,4,06,LV,130,53.73952852,-2.499199013
2024-10-22T12:30:00+01:00,2024-10-22T20:10:00+01:00,460,3,06,LV,1380,54.90926972,-3.219689237
2024-10-22T09:49:00+01:00,2024-10-22T13:10:00+01:00,201,1,06,LV,201,53.40517763,-2.029013098
2024-10-22T09:49:00+01:00,2024-10-22T10:55:00+01:00,66,132,06,11,8712,53.380951,-2.062611986
2024-10-22T06:01:00+01:00,2024-10-22T08:35:00+01:00,154,114,06,11,17620,53.91123792,-2.961335311
2024-10-22T03:27:00+01:00,2024-10-22T05:48:00+01:00,1,758,06,11,758,53.91122433,-2.961421954
2024-10-22T03:27:00+01:00,2024-10-22T04:14:00+01:00,47,682,06,11,16284,53.91122433,-2.961421954
2024-10-22T00:55:00+01:00,2024-10-22T03:08:00+01:00,133,48,06,11,6384,54.8387138,-3.156359664
2024-10-21T23:26:00+01:00,2024-10-22T00:54:00+01:00,54,100,06,11,5634,54.77359151,-3.331965089
2024-10-21T19:43:00+01:00,2024-10-21T22:17:00+01:00,154,102,06,11,8164,54.60371575,-3.131169423
2024-10-21T16:06:00+01:00,2024-10-21T21:16:00+01:00,310,118,06,11,36580,53.91122613,-2.961410608
2024-10-21T19:02:00+01:00,2024-10-21T21:15:00+01:00,133,7,06,11,799,54.87651583,-2.970862952
2024-10-21T19:15:00+01:00,2024-10-21T20:19:00+01:00,64,12,06,11,768,54.86804433,-3.383281624
2024-10-21T08:12:00+01:00,2024-10-21T19:30:00+01:00,678,1,06,LV,678,54.30030345,-3.210545493
2024-10-21T02:01:00+01:00,2024-10-21T18:47:00+01:00,1006,147,06,11,29402,54.24577876,-3.010590425
2024-10-20T21:07:00+01:00,2024-10-21T18:42:00+01:00,1295,8,06,LV,10360,54.78224959,-2.930249619
2024-10-20T21:21:00+01:00,2024-10-21T18:33:00+01:00,1272,24,06,11,2606,54.47715214,-2.363179164
2024-10-20T20:30:00+01:00,2024-10-21T18:10:00+01:00,1300,202,06,11,18207,54.66574077,-2.777423426
2024-10-20T22:27:00+01:00,2024-10-21T17:40:00+01:00,1153,764,06,11,101567,53.68561308,-2.638912135
2024-10-21T01:18:00+01:00,2024-10-21T17:34:00+01:00,976,123,06,11,39779,54.34204016,-2.742672096
2024-10-20T20:49:00+01:00,2024-10-21T17:25:00+01:00,1236,15,06,11,16162,54.83868872,-3.156397407
2024-10-21T08:44:00+01:00,2024-10-21T16:47:00+01:00,220,5,06,11,1100,54.3420714,-2.742716221
2024-10-21T12:55:00+01:00,2024-10-21T16:46:00+01:00,231,331,06,11,39797,54.65248106,-3.307579396
2024-10-21T16:35:00+01:00,2024-10-21T16:36:00+01:00,1,0,06,11,968,54.23726946,-3.1353664
2024-10-21T13:48:00+01:00,2024-10-21T16:30:00+01:00,162,4,06,LV,648,54.26830354,-3.098366335
2024-10-21T09:01:00+01:00,2024-10-21T16:30:00+01:00,449,29,06,11,12256,54.22644696,-2.759123932
2024-10-21T06:55:00+01:00,2024-10-21T16:25:00+01:00,570,31,06,11,17670,54.24578334,-3.010585549
2024-10-20T21:41:00+01:00,2024-10-21T16:15:00+01:00,1114,1,06,LV,1114,54.90183194,-3.20290911
2024-10-21T11:15:00+01:00,2024-10-21T16:15:00+01:00,300,2,06,11,600,54.51354645,-2.667695317
2024-10-21T15:37:00+01:00,2024-10-21T15:39:00+01:00,2,703,06,11,1406,53.91122613,-2.961410608
2024-10-21T13:48:00+01:00,2024-10-21T15:33:00+01:00,105,258,06,11,19610,54.24578334,-3.010585549
2024-10-21T15:30:00+01:00,2024-10-21T15:31:00+01:00,1,267,06,11,267,54.87651583,-2.970862952
2024-10-21T12:18:00+01:00,2024-10-21T15:25:00+01:00,187,125,06,11,23375,54.24578334,-3.010585549
2024-10-21T12:16:00+01:00,2024-10-21T15:11:00+01:00,175,126,06,11,16242,54.24578334,-3.010585549
2024-10-21T15:00:00+01:00,2024-10-21T15:10:00+01:00,10,21,06,LV,210,54.25716592,-3.257998616
2024-10-21T08:52:00+01:00,2024-10-21T15:02:00+01:00,370,2,06,LV,740,54.60710005,-3.198182098
2024-10-20T23:11:00+01:00,2024-10-21T14:47:00+01:00,919,120,06,11,29676,54.14586615,-2.477255881
2024-10-21T11:37:00+01:00,2024-10-21T14:25:00+01:00,168,3,06,LV,504,54.66137128,-3.293205521
2024-10-21T01:10:00+01:00,2024-10-21T14:25:00+01:00,795,309,06,11,126832,54.37199404,-3.405282357
2024-10-20T19:45:00+01:00,2024-10-21T14:12:00+01:00,974,253,06,11,67706,54.73057085,-2.681076963
2024-10-20T19:43:00+01:00,2024-10-21T14:04:00+01:00,1101,269,06,11,28629,54.8387138,-3.156359664
2024-10-20T22:13:00+01:00,2024-10-21T13:27:00+01:00,914,22,06,11,18188,54.58392077,-2.61210316
2024-10-20T21:27:00+01:00,2024-10-21T13:26:00+01:00,959,180,06,11,35820,54.50342604,-3.528932528
2024-10-20T21:16:00+01:00,2024-10-21T13:20:00+01:00,964,68,06,11,37876,54.92974151,-2.735968456
2024-10-21T09:17:00+01:00,2024-10-21T13:13:00+01:00,236,1,06,11,236,54.66573747,-2.777413162
2024-10-20T23:30:00+01:00,2024-10-21T13:08:00+01:00,817,527,06,11,65375,54.77359151,-3.331965089
2024-10-21T09:59:00+01:00,2024-10-21T13:00:00+01:00,181,166,06,11,30046,54.81273067,-2.435229797
2024-10-21T08:46:00+01:00,2024-10-21T12:54:00+01:00,248,5,06,LV,1240,54.29708181,-3.027780129
2024-10-21T05:29:00+01:00,2024-10-21T12:48:00+01:00,439,15,06,11,5676,54.15844853,-3.172179223
2024-10-20T22:39:00+01:00,2024-10-21T12:31:00+01:00,832,4,06,LV,3328,54.21484741,-2.80645445
2024-10-21T00:06:00+01:00,2024-10-21T11:58:00+01:00,712,91,06,11,56669,54.60642811,-3.52291117
2024-10-20T23:11:00+01:00,2024-10-21T11:55:00+01:00,764,231,06,11,75043,54.37784537,-2.89990771
2024-10-20T21:26:00+01:00,2024-10-21T11:45:00+01:00,859,2322,06,33,43964,54.66611783,-2.777016338
2024-10-21T04:18:00+01:00,2024-10-21T10:51:00+01:00,320,486,06,11,76629,54.31962068,-2.741872721
2024-10-21T05:32:00+01:00,2024-10-21T10:31:00+01:00,299,243,06,11,72435,54.15842837,-3.172228577
2024-10-20T23:53:00+01:00,2024-10-21T05:55:00+01:00,362,81,06,11,29310,54.86804433,-3.383281624
2024-10-21T05:47:00+01:00,2024-10-21T05:48:00+01:00,1,758,06,11,758,53.91122433,-2.961421954
2024-10-21T05:41:00+01:00,2024-10-21T05:42:00+01:00,1,758,06,11,758,53.91122433,-2.961421954
2024-10-20T23:39:00+01:00,2024-10-21T05:00:00+01:00,318,19,06,LV,4845,53.81628751,-2.798664117
2024-10-20T21:50:00+01:00,2024-10-21T04:05:00+01:00,374,555,06,11,28659,54.24577876,-3.010590425
2024-10-20T18:20:00+01:00,2024-10-21T03:35:00+01:00,530,2,06,LV,1035,53.6580381,-2.418415089
2024-10-21T03:12:00+01:00,2024-10-21T03:13:00+01:00,1,694,06,11,694,54.31962068,-2.741872721
2024-10-20T23:22:00+01:00,2024-10-21T02:58:00+01:00,216,31,06,11,6696,54.92979079,-2.735931904
2024-10-21T02:51:00+01:00,2024-10-21T02:53:00+01:00,1,191,06,11,191,54.24578334,-3.010585549
2024-10-21T02:27:00+01:00,2024-10-21T02:29:00+01:00,2,191,06,11,382,54.24578334,-3.010585549
2024-10-20T22:33:00+01:00,2024-10-21T02:21:00+01:00,228,149,06,11,33972,54.87654663,-2.9709558
2024-10-21T00:33:00+01:00,2024-10-21T02:15:00+01:00,102,385,06,11,37422,54.87654417,-2.970971793
2024-10-20T20:02:00+01:00,2024-10-21T02:02:00+01:00,360,108,06,11,15318,54.20379576,-2.617227152
2024-10-21T01:57:00+01:00,2024-10-21T02:00:00+01:00,2,379,06,11,758,54.61918438,-3.520082759
2024-10-20T21:16:00+01:00,2024-10-21T01:50:00+01:00,265,30,06,11,7950,54.34201978,-2.742642025
2024-10-21T01:39:00+01:00,2024-10-21T01:41:00+01:00,2,379,06,11,758,54.61918438,-3.520082759
2024-10-20T14:49:00+01:00,2024-10-21T01:10:00+01:00,480,10,06,11,5902,54.97121985,-2.946082546
2024-10-21T01:05:00+01:00,2024-10-21T01:07:00+01:00,2,217,06,11,243,54.40442646,-3.471923918
2024-10-20T22:29:00+01:00,2024-10-21T01:03:00+01:00,154,458,06,11,69675,54.83868872,-3.156397407
2024-10-20T21:26:00+01:00,2024-10-21T00:56:00+01:00,210,517,06,11,22870,54.6336869,-2.552322756
2024-10-20T20:34:00+01:00,2024-10-21T00:52:00+01:00,253,294,06,11,31666,54.7744526,-3.00714985
2024-10-20T22:31:00+01:00,2024-10-21T00:51:00+01:00,140,237,06,11,33180,54.77359977,-3.33196547
2024-10-21T00:46:00+01:00,2024-10-21T00:48:00+01:00,2,0,06,11,382,54.24578334,-3.010585549
2024-10-21T00:45:00+01:00,2024-10-21T00:46:00+01:00,1,0,06,11,379,54.61918438,-3.520082759
2024-10-20T22:48:00+01:00,2024-10-21T00:46:00+01:00,117,61,06,11,7137,54.7744526,-3.00714985
2024-10-21T00:16:00+01:00,2024-10-21T00:19:00+01:00,2,0,06,11,386,55.03683794,-2.890128758
2024-10-21T00:13:00+01:00,2024-10-21T00:18:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-21T00:16:00+01:00,2024-10-21T00:17:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-21T00:05:00+01:00,2024-10-21T00:06:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T21:04:00+01:00,2024-10-21T00:03:00+01:00,179,610,06,11,44615,54.22640216,-2.759045802
2024-10-21T00:01:00+01:00,2024-10-21T00:02:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T23:54:00+01:00,2024-10-20T23:59:00+01:00,1,0,06,11,334,54.18996007,-3.20386868
2024-10-20T23:57:00+01:00,2024-10-20T23:58:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T23:56:00+01:00,2024-10-20T23:58:00+01:00,2,0,06,11,718,54.86804433,-3.383281624
2024-10-20T21:39:00+01:00,2024-10-20T23:55:00+01:00,136,5,06,LV,680,53.8632293,-2.352852888
2024-10-20T22:12:00+01:00,2024-10-20T23:50:00+01:00,98,1916,06,11,117926,54.15842068,-3.172247456
2024-10-20T23:49:00+01:00,2024-10-20T23:50:00+01:00,1,0,06,11,167,54.18996007,-3.20386868
2024-10-20T23:01:00+01:00,2024-10-20T23:03:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T23:02:00+01:00,2024-10-20T23:03:00+01:00,1,0,06,11,392,54.87654417,-2.970971793
2024-10-20T19:38:00+01:00,2024-10-20T23:02:00+01:00,204,46,06,11,7879,54.34204016,-2.742672096
2024-10-20T22:53:00+01:00,2024-10-20T22:55:00+01:00,2,0,06,11,730,54.77358752,-3.332049917
2024-10-20T21:55:00+01:00,2024-10-20T22:54:00+01:00,58,787,06,11,5359,53.88767458,-2.385642499
2024-10-20T20:12:00+01:00,2024-10-20T22:52:00+01:00,160,174,06,11,27840,54.18995776,-3.203891326
2024-10-20T22:46:00+01:00,2024-10-20T22:48:00+01:00,2,0,06,11,758,54.61918438,-3.520082759
